"Index","KrakenEthUsd.Open","KrakenEthUsd.High","KrakenEthUsd.Low","KrakenEthUsd.Close","KrakenEthUsd.Volume","KrakenEthUsd.Adjusted"
2017-07-26T16:00:00.000Z,195.86,200.98,195.10,198.00,19140.73359114,198.00
2017-07-26T20:00:00.000Z,198.49,203.00,198.00,202.21,11143.37385778,202.21
2017-07-27T00:00:00.000Z,202.22,204.27,198.64,201.88,9583.55501335,201.88
2017-07-27T04:00:00.000Z,201.88,203.99,198.64,200.42,9854.13227762,200.42
2017-07-27T08:00:00.000Z,200.02,205.59,200.02,204.79,14317.86081800,204.79
2017-07-27T12:00:00.000Z,204.79,205.00,198.70,199.99,11693.54307791,199.99
2017-07-27T16:00:00.000Z,199.99,201.48,199.00,200.16,9361.02642743,200.16
2017-07-27T20:00:00.000Z,200.00,204.55,199.00,203.09,13090.12514977,203.09
2017-07-28T00:00:00.000Z,203.09,204.38,201.29,202.29,9077.21979628,202.29
2017-07-28T04:00:00.000Z,202.29,203.79,199.70,200.55,8940.41582803,200.55
2017-07-28T08:00:00.000Z,200.55,201.70,188.46,190.00,22000.13971945,190.00
2017-07-28T12:00:00.000Z,190.00,198.49,190.00,195.98,27578.54163258,195.98
2017-07-28T16:00:00.000Z,195.98,195.98,192.45,194.89,10627.36117000,194.89
2017-07-28T20:00:00.000Z,194.89,195.85,191.22,191.54,11034.07603184,191.54
2017-07-29T00:00:00.000Z,191.98,193.59,185.00,185.27,20933.39886926,185.27
2017-07-29T04:00:00.000Z,185.27,187.00,183.48,183.99,19786.42130130,183.99
2017-07-29T08:00:00.000Z,183.50,185.93,177.80,181.90,28390.34377187,181.90
2017-07-29T12:00:00.000Z,181.90,185.32,180.60,183.31,16620.59179009,183.31
2017-07-29T16:00:00.000Z,183.31,200.00,182.42,195.31,39534.20158192,195.31
2017-07-29T20:00:00.000Z,195.46,210.27,194.00,207.14,39843.65650656,207.14
2017-07-30T00:00:00.000Z,207.14,210.99,198.20,202.45,25187.11509473,202.45
2017-07-30T04:00:00.000Z,201.66,203.89,195.80,198.74,16435.24025473,198.74
2017-07-30T08:00:00.000Z,198.30,203.79,195.80,202.11,9803.46944387,202.11
2017-07-30T12:00:00.000Z,202.79,205.99,197.80,199.90,12499.51270125,199.90
2017-07-30T16:00:00.000Z,199.90,202.89,198.05,200.03,7584.17404756,200.03
2017-07-30T20:00:00.000Z,200.03,201.49,196.52,198.45,5917.23540125,198.45
2017-07-31T00:00:00.000Z,198.45,198.49,193.68,198.00,7176.61687934,198.00
2017-07-31T04:00:00.000Z,197.23,199.79,195.12,196.89,4403.14375828,196.89
2017-07-31T08:00:00.000Z,196.71,198.10,191.90,192.30,13072.57245301,192.30
2017-07-31T12:00:00.000Z,192.30,195.60,190.19,194.90,14571.12878861,194.90
2017-07-31T16:00:00.000Z,194.99,203.00,194.70,198.99,15471.23035343,198.99
2017-07-31T20:00:00.000Z,198.99,203.00,197.00,201.77,10700.69532058,201.77
2017-08-01T00:00:00.000Z,201.77,211.51,201.69,211.00,23362.85104629,211.00
2017-08-01T04:00:00.000Z,210.22,228.00,210.22,220.00,47081.65047127,220.00
2017-08-01T08:00:00.000Z,220.00,224.69,212.40,212.70,23578.88341653,212.70
2017-08-01T12:00:00.000Z,212.75,226.99,211.50,216.60,28422.36688793,216.60
2017-08-01T16:00:00.000Z,216.60,237.65,214.00,229.98,40535.71935823,229.98
2017-08-01T20:00:00.000Z,229.98,232.03,223.40,226.25,14155.48025851,226.25
2017-08-02T00:00:00.000Z,226.25,229.35,223.00,226.00,2865.13972530,226.00
2017-08-02T04:00:00.000Z,226.05,227.19,221.40,222.00,8780.31253529,222.00
2017-08-02T08:00:00.000Z,221.81,224.26,216.40,220.94,16539.32026950,220.94
2017-08-02T12:00:00.000Z,221.16,221.16,216.00,218.02,22337.39258192,218.02
2017-08-02T16:00:00.000Z,218.02,223.49,218.00,219.50,15700.83282099,219.50
2017-08-02T20:00:00.000Z,218.41,219.49,215.50,218.48,15263.06408546,218.48
2017-08-03T00:00:00.000Z,218.48,220.50,217.56,218.89,9808.83551457,218.89
2017-08-03T04:00:00.000Z,218.89,224.90,218.09,223.70,9760.66748868,223.70
2017-08-03T08:00:00.000Z,223.70,227.50,222.00,226.50,15161.98772670,226.50
2017-08-03T12:00:00.000Z,226.77,227.99,223.10,224.69,15549.25885887,224.69
2017-08-03T16:00:00.000Z,224.99,225.79,222.20,224.99,8494.58307972,224.99
2017-08-03T20:00:00.000Z,224.42,225.59,223.10,225.40,5728.77215334,225.40
2017-08-04T00:00:00.000Z,225.09,228.60,224.70,225.40,9935.45410155,225.40
2017-08-04T04:00:00.000Z,225.53,226.85,224.20,225.26,6946.55354023,225.26
2017-08-04T08:00:00.000Z,225.26,226.70,221.01,223.00,9075.23424190,223.00
2017-08-04T12:00:00.000Z,223.00,225.19,222.59,223.09,4810.35425781,223.09
2017-08-04T16:00:00.000Z,223.00,224.45,220.50,223.30,12373.38009536,223.30
2017-08-04T20:00:00.000Z,223.49,224.00,222.10,222.50,9818.58807192,222.50
2017-08-05T00:00:00.000Z,222.50,229.00,221.00,227.34,12227.02968679,227.34
2017-08-05T04:00:00.000Z,227.25,236.42,226.00,235.00,25521.07159715,235.00
2017-08-05T08:00:00.000Z,235.60,245.00,233.50,240.20,23890.45910184,240.20
2017-08-05T12:00:00.000Z,240.20,244.99,237.90,242.51,18384.06106041,242.51
2017-08-05T16:00:00.000Z,242.50,259.16,241.60,250.10,34894.05561139,250.10
2017-08-05T20:00:00.000Z,250.10,253.95,243.10,253.50,13827.14192476,253.50
2017-08-06T00:00:00.000Z,253.59,268.00,253.00,258.50,32563.70143033,258.50
2017-08-06T04:00:00.000Z,258.50,261.62,255.00,255.19,11786.85054296,255.19
2017-08-06T08:00:00.000Z,255.19,262.00,255.10,258.70,7647.78913492,258.70
2017-08-06T12:00:00.000Z,258.99,263.98,257.50,262.49,7681.28403534,262.49
2017-08-06T16:00:00.000Z,262.50,267.45,262.00,265.30,14630.55770579,265.30
2017-08-06T20:00:00.000Z,265.80,274.00,265.00,265.67,22919.36730678,265.67
2017-08-07T00:00:00.000Z,265.67,268.20,258.35,265.99,20215.63105418,265.99
2017-08-07T04:00:00.000Z,266.25,266.78,261.40,262.50,6618.51151421,262.50
2017-08-07T08:00:00.000Z,262.98,270.95,260.10,270.34,14011.57456943,270.34
2017-08-07T12:00:00.000Z,269.53,274.31,268.12,272.48,16432.76478804,272.48
2017-08-07T16:00:00.000Z,272.89,274.49,265.60,268.99,13248.08599835,268.99
2017-08-07T20:00:00.000Z,268.99,269.99,266.00,269.80,6148.19016447,269.80
2017-08-08T00:00:00.000Z,269.80,272.69,266.43,272.23,8472.46168566,272.23
2017-08-08T04:00:00.000Z,271.89,273.73,269.87,272.21,9395.39855193,272.21
2017-08-08T08:00:00.000Z,272.79,279.87,272.79,279.00,15928.50684322,279.00
2017-08-08T12:00:00.000Z,278.99,289.99,278.76,289.00,35561.33116108,289.00
2017-08-08T16:00:00.000Z,289.48,292.48,284.60,291.98,15867.92095046,291.98
2017-08-08T20:00:00.000Z,291.98,298.33,291.51,296.98,19764.97627450,296.98
2017-08-09T00:00:00.000Z,296.98,315.12,295.77,315.00,33263.98306439,315.00
2017-08-09T04:00:00.000Z,315.12,316.92,298.00,305.99,25809.98138740,305.99
2017-08-09T08:00:00.000Z,305.99,305.99,283.00,295.99,30364.68808953,295.99
2017-08-09T12:00:00.000Z,295.99,302.23,280.21,287.00,33247.52079715,287.00
2017-08-09T16:00:00.000Z,287.00,298.88,284.97,295.47,15974.68050649,295.47
2017-08-09T20:00:00.000Z,295.47,307.05,293.20,297.78,22298.86272395,297.78
2017-08-10T00:00:00.000Z,297.97,302.09,291.00,294.50,10134.70152780,294.50
2017-08-10T04:00:00.000Z,294.50,301.99,292.88,300.21,11636.46691618,300.21
2017-08-10T08:00:00.000Z,300.52,310.00,300.13,308.77,10709.16070708,308.77
2017-08-10T12:00:00.000Z,308.76,312.44,305.90,312.00,12156.33357466,312.00
2017-08-10T16:00:00.000Z,312.00,312.97,305.00,306.18,14456.06543325,306.18
2017-08-10T20:00:00.000Z,306.16,308.00,300.12,300.20,10642.89034344,300.20
2017-08-11T00:00:00.000Z,300.21,304.89,297.50,302.99,12280.56300264,302.99
2017-08-11T04:00:00.000Z,302.99,305.97,301.31,304.23,5099.58815644,304.23
2017-08-11T08:00:00.000Z,305.00,305.28,298.82,300.10,6588.01331348,300.10
2017-08-11T12:00:00.000Z,300.10,303.00,296.10,300.46,12527.73325625,300.46
2017-08-11T16:00:00.000Z,299.95,305.90,299.60,302.10,8489.95257046,302.10
2017-08-11T20:00:00.000Z,302.10,312.00,300.12,310.00,10996.40645016,310.00
2017-08-12T00:00:00.000Z,310.00,319.23,309.00,316.99,20065.70077272,316.99
2017-08-12T04:00:00.000Z,316.99,318.98,314.00,315.40,7250.86577530,315.40
2017-08-12T08:00:00.000Z,315.40,317.50,312.25,313.77,7546.19597973,313.77
2017-08-12T12:00:00.000Z,313.77,320.00,312.11,316.79,7061.17319681,316.79
2017-08-12T16:00:00.000Z,317.00,319.50,311.57,314.98,9819.30641512,314.98
2017-08-12T20:00:00.000Z,314.99,315.99,303.70,309.50,15450.21890261,309.50
2017-08-13T00:00:00.000Z,309.65,310.99,291.37,298.70,31016.12438863,298.70
2017-08-13T04:00:00.000Z,301.64,306.99,297.10,297.10,9552.34272068,297.10
2017-08-13T08:00:00.000Z,297.29,299.50,292.00,293.00,12664.27453505,293.00
2017-08-13T12:00:00.000Z,293.70,298.99,288.30,297.52,9498.84388334,297.52
2017-08-13T16:00:00.000Z,297.82,298.99,291.30,291.98,7787.40515364,291.98
2017-08-13T20:00:00.000Z,291.99,298.40,291.40,298.00,5044.80872602,298.00
2017-08-14T00:00:00.000Z,297.99,306.42,294.00,302.50,9779.18240756,302.50
2017-08-14T04:00:00.000Z,302.50,306.12,299.50,303.01,5845.09139491,303.01
2017-08-14T08:00:00.000Z,303.20,304.75,297.10,302.25,6635.86794676,302.25
2017-08-14T12:00:00.000Z,302.99,303.50,295.00,296.00,8081.13049832,296.00
2017-08-14T16:00:00.000Z,296.50,304.10,295.00,302.99,9908.07055865,302.99
2017-08-14T20:00:00.000Z,303.00,303.60,296.12,302.70,6527.02783842,302.70
2017-08-15T00:00:00.000Z,302.70,302.70,292.50,294.70,7260.96131121,294.70
2017-08-15T04:00:00.000Z,294.70,296.68,290.00,294.24,7630.57085327,294.24
2017-08-15T08:00:00.000Z,294.00,297.50,283.34,288.00,10770.76903432,288.00
2017-08-15T12:00:00.000Z,287.99,287.99,271.00,280.10,23732.80903608,280.10
2017-08-15T16:00:00.000Z,280.99,289.39,276.10,285.87,12487.47087806,285.87
2017-08-15T20:00:00.000Z,285.87,289.00,281.21,286.65,7369.08733124,286.65
2017-08-16T00:00:00.000Z,286.65,293.71,283.17,287.00,6458.56214991,287.00
2017-08-16T04:00:00.000Z,286.99,287.50,280.90,286.50,4714.84684032,286.50
2017-08-16T08:00:00.000Z,286.50,300.00,285.50,298.59,8433.07125431,298.59
2017-08-16T12:00:00.000Z,298.59,304.39,293.71,301.87,15171.17086010,301.87
2017-08-16T16:00:00.000Z,301.87,303.79,298.10,299.00,8040.43839886,299.00
2017-08-16T20:00:00.000Z,299.00,302.97,298.01,302.25,4959.35961310,302.25
2017-08-17T00:00:00.000Z,302.25,307.00,299.50,301.17,6414.12289775,301.17
2017-08-17T04:00:00.000Z,301.17,309.33,299.59,307.88,5108.32165622,307.88
2017-08-17T08:00:00.000Z,309.00,311.69,307.63,308.51,10574.27208235,308.51
2017-08-17T12:00:00.000Z,309.00,309.90,299.99,302.60,9220.95383394,302.60
2017-08-17T16:00:00.000Z,302.99,303.39,297.00,301.00,9178.38509657,301.00
2017-08-17T20:00:00.000Z,300.99,305.50,300.17,300.79,4130.87859352,300.79
2017-08-18T00:00:00.000Z,300.99,302.80,295.30,301.80,8387.59223251,301.80
2017-08-18T04:00:00.000Z,301.99,306.49,299.00,305.00,4730.16051873,305.00
2017-08-18T08:00:00.000Z,304.99,305.99,301.00,305.98,8953.74887839,305.98
2017-08-18T12:00:00.000Z,305.98,305.99,298.00,298.99,7440.60397702,298.99
2017-08-18T16:00:00.000Z,298.99,301.31,291.12,294.68,11521.34375889,294.68
2017-08-18T20:00:00.000Z,294.04,299.99,287.64,293.00,13160.53738701,293.00
2017-08-19T00:00:00.000Z,293.00,300.92,289.99,296.50,5138.05243190,296.50
2017-08-19T04:00:00.000Z,296.50,299.20,291.00,292.00,2411.01068660,292.00
2017-08-19T08:00:00.000Z,293.11,295.79,285.78,286.00,6698.41986249,286.00
2017-08-19T12:00:00.000Z,286.00,295.40,285.75,288.99,9589.02337165,288.99
2017-08-19T16:00:00.000Z,288.00,298.19,288.00,292.43,7952.63501188,292.43
2017-08-19T20:00:00.000Z,292.43,298.00,291.16,294.62,3363.58779020,294.62
2017-08-20T00:00:00.000Z,294.62,295.00,290.00,291.00,5508.74816698,291.00
2017-08-20T04:00:00.000Z,290.75,295.00,290.00,294.37,2779.10929621,294.37
2017-08-20T08:00:00.000Z,294.37,295.00,292.51,293.89,2051.10093257,293.89
2017-08-20T12:00:00.000Z,293.89,296.42,292.07,294.98,3595.31832740,294.98
2017-08-20T16:00:00.000Z,294.98,298.18,294.11,297.50,5437.66399022,297.50
2017-08-20T20:00:00.000Z,297.69,299.59,294.50,299.44,3507.11728349,299.44
2017-08-21T00:00:00.000Z,298.49,299.97,296.10,298.71,4888.31451583,298.71
2017-08-21T04:00:00.000Z,298.73,326.99,297.50,317.24,34666.62112947,317.24
2017-08-21T08:00:00.000Z,316.60,334.98,316.00,331.60,14911.85441249,331.60
2017-08-21T12:00:00.000Z,333.39,345.99,326.08,334.66,30610.74468482,334.66
2017-08-21T16:00:00.000Z,336.30,337.99,326.94,330.00,14056.07706057,330.00
2017-08-21T20:00:00.000Z,329.99,330.00,320.00,321.99,9173.24159805,321.99
2017-08-22T00:00:00.000Z,321.99,330.99,312.00,312.00,13950.67735935,312.00
2017-08-22T04:00:00.000Z,312.00,314.58,295.12,305.74,25861.28464931,305.74
2017-08-22T08:00:00.000Z,305.74,318.49,302.48,314.21,7543.61337917,314.21
2017-08-22T12:00:00.000Z,314.21,315.00,305.00,310.15,10076.41551487,310.15
2017-08-22T16:00:00.000Z,311.00,322.40,310.15,311.69,15490.08858870,311.69
2017-08-22T20:00:00.000Z,311.55,317.40,310.11,314.52,6508.06621183,314.52
2017-08-23T00:00:00.000Z,314.87,319.99,314.17,318.99,6270.40658801,318.99
2017-08-23T04:00:00.000Z,318.69,325.01,318.20,324.00,13280.58803880,324.00
2017-08-23T08:00:00.000Z,324.99,328.00,320.52,322.50,5371.32229274,322.50
2017-08-23T12:00:00.000Z,322.64,325.08,318.39,320.88,5083.06288189,320.88
2017-08-23T16:00:00.000Z,320.88,324.00,318.00,318.99,5736.10326966,318.99
2017-08-23T20:00:00.000Z,318.99,319.99,315.30,317.31,5108.51664991,317.31
2017-08-24T00:00:00.000Z,317.31,319.91,316.00,319.91,4588.24926679,319.91
2017-08-24T04:00:00.000Z,319.91,322.75,317.14,322.58,2809.95524041,322.58
2017-08-24T08:00:00.000Z,322.58,327.49,322.00,326.99,3928.61627129,326.99
2017-08-24T12:00:00.000Z,326.99,328.00,324.00,324.99,7503.50203294,324.99
2017-08-24T16:00:00.000Z,325.00,326.49,321.55,323.12,6411.94216200,323.12
2017-08-24T20:00:00.000Z,323.49,326.88,322.20,326.64,5025.49249276,326.64
2017-08-25T00:00:00.000Z,326.64,330.00,325.02,329.85,8862.48879414,329.85
2017-08-25T04:00:00.000Z,329.71,337.74,329.49,334.49,8835.20789703,334.49
2017-08-25T08:00:00.000Z,333.71,336.00,331.00,332.50,3533.45481183,332.50
2017-08-25T12:00:00.000Z,332.49,337.77,331.00,334.12,6554.70553592,334.12
2017-08-25T16:00:00.000Z,335.94,339.66,330.00,331.40,9344.06618226,331.40
2017-08-25T20:00:00.000Z,330.49,334.84,328.51,331.20,4292.89668280,331.20
2017-08-26T00:00:00.000Z,331.20,333.98,327.00,328.24,5131.79893740,328.24
2017-08-26T04:00:00.000Z,328.21,332.00,327.00,331.99,4771.98739929,331.99
2017-08-26T08:00:00.000Z,331.99,333.00,326.64,329.50,3227.92683897,329.50
2017-08-26T12:00:00.000Z,329.50,335.50,326.29,328.45,11635.23542246,328.45
2017-08-26T16:00:00.000Z,328.45,332.00,326.50,331.99,3404.09970477,331.99
2017-08-26T20:00:00.000Z,331.99,333.00,330.52,332.65,2982.09368347,332.65
2017-08-27T00:00:00.000Z,332.65,336.00,331.86,332.82,4773.38706996,332.82
2017-08-27T04:00:00.000Z,332.82,336.21,332.82,335.86,3283.56669430,335.86
2017-08-27T08:00:00.000Z,335.28,336.57,333.11,336.30,2519.70621736,336.30
2017-08-27T12:00:00.000Z,335.99,336.20,334.00,336.20,3382.93142012,336.20
2017-08-27T16:00:00.000Z,336.20,340.00,335.00,340.00,8321.97812546,340.00
2017-08-27T20:00:00.000Z,339.98,347.85,337.95,347.60,15592.08270398,347.60
2017-08-28T00:00:00.000Z,347.60,349.86,341.00,344.00,14207.78122275,344.00
2017-08-28T04:00:00.000Z,344.50,344.99,334.93,340.99,16880.54682716,340.99
2017-08-28T08:00:00.000Z,340.90,342.84,339.48,341.27,6921.48697381,341.27
2017-08-28T12:00:00.000Z,340.84,344.50,340.00,344.21,8500.03894186,344.21
2017-08-28T16:00:00.000Z,344.21,345.00,342.34,344.87,4242.84526292,344.87
2017-08-28T20:00:00.000Z,344.50,348.40,343.00,347.54,5684.96659139,347.54
2017-08-29T00:00:00.000Z,347.75,349.87,346.30,349.64,4884.95077484,349.64
2017-08-29T04:00:00.000Z,349.64,355.00,348.95,353.42,12598.99037882,353.42
2017-08-29T08:00:00.000Z,353.42,365.00,353.28,358.82,17414.67001125,358.82
2017-08-29T12:00:00.000Z,359.44,365.90,358.30,364.50,11721.42039154,364.50
2017-08-29T16:00:00.000Z,364.30,374.11,364.06,368.95,16509.26655232,368.95
2017-08-29T20:00:00.000Z,368.95,374.74,367.14,371.99,14086.55631988,371.99
2017-08-30T00:00:00.000Z,371.97,373.39,366.00,373.39,6112.95469638,373.39
2017-08-30T04:00:00.000Z,373.39,389.50,373.39,377.10,18608.05456424,377.10
2017-08-30T08:00:00.000Z,377.10,382.95,363.98,375.75,11488.73124967,375.75
2017-08-30T12:00:00.000Z,375.75,383.99,374.92,380.00,8349.18810590,380.00
2017-08-30T16:00:00.000Z,380.00,387.73,380.00,385.10,9105.26229089,385.10
2017-08-30T20:00:00.000Z,385.10,387.07,380.00,383.50,6563.29999287,383.50
2017-08-31T00:00:00.000Z,383.50,386.98,380.27,386.00,4078.09207746,386.00
2017-08-31T04:00:00.000Z,386.00,387.00,381.24,382.04,5363.93137063,382.04
2017-08-31T08:00:00.000Z,382.94,385.88,381.00,383.71,4545.19627990,383.71
2017-08-31T12:00:00.000Z,384.05,390.00,383.10,385.79,10982.44812367,385.79
2017-08-31T16:00:00.000Z,385.74,389.70,385.00,386.10,8801.14224260,386.10
2017-08-31T20:00:00.000Z,386.10,389.00,385.29,388.00,4481.01161433,388.00
2017-09-01T00:00:00.000Z,388.64,394.97,388.00,394.28,7983.49250636,394.28
2017-09-01T04:00:00.000Z,394.00,395.00,387.00,391.72,8758.33448245,391.72
2017-09-01T08:00:00.000Z,392.21,394.07,390.50,391.97,8193.01359370,391.97
2017-09-01T12:00:00.000Z,390.75,394.90,390.00,392.03,7381.84496906,392.03
2017-09-01T16:00:00.000Z,392.93,394.99,390.85,392.80,8623.66313829,392.80
2017-09-01T20:00:00.000Z,392.80,393.25,390.00,390.00,7241.14544422,390.00
2017-09-02T00:00:00.000Z,390.50,391.00,376.80,377.12,12630.55529197,377.12
2017-09-02T04:00:00.000Z,377.12,383.61,351.00,368.13,30587.26295812,368.13
2017-09-02T08:00:00.000Z,371.24,371.24,355.15,361.97,16141.99230142,361.97
2017-09-02T12:00:00.000Z,361.98,365.43,338.02,350.00,22059.65205201,350.00
2017-09-02T16:00:00.000Z,350.01,352.94,342.43,343.00,13681.28065221,343.00
2017-09-02T20:00:00.000Z,343.00,354.96,326.15,354.88,29614.98521495,354.88
2017-09-03T00:00:00.000Z,354.88,360.86,348.00,355.50,12036.09291554,355.50
2017-09-03T04:00:00.000Z,355.50,372.00,355.50,359.51,15959.50273177,359.51
2017-09-03T08:00:00.000Z,359.00,367.64,343.00,347.63,12477.93778039,347.63
2017-09-03T12:00:00.000Z,346.99,352.70,338.00,343.00,14224.89034026,343.00
2017-09-03T16:00:00.000Z,342.98,353.99,341.00,349.02,8411.43043795,349.02
2017-09-03T20:00:00.000Z,349.02,355.87,346.52,354.99,7720.30063425,354.99
2017-09-04T00:00:00.000Z,354.30,354.30,347.25,349.01,6477.00869948,349.01
2017-09-04T04:00:00.000Z,349.08,349.13,328.31,328.31,8577.70199176,328.31
2017-09-04T08:00:00.000Z,328.31,328.50,303.34,303.34,36459.64879055,303.34
2017-09-04T12:00:00.000Z,303.34,309.44,283.67,297.73,54121.63514949,297.73
2017-09-04T16:00:00.000Z,294.99,317.25,281.30,311.78,39162.66594733,311.78
2017-09-04T20:00:00.000Z,310.00,336.58,305.65,307.96,31645.94685935,307.96
2017-09-05T00:00:00.000Z,307.00,310.89,284.07,289.98,23762.01687846,289.98
2017-09-05T04:00:00.000Z,289.98,308.87,288.00,308.00,15476.73575034,308.00
2017-09-05T08:00:00.000Z,308.00,315.00,302.00,309.20,15124.12819949,309.20
2017-09-05T12:00:00.000Z,309.98,319.89,305.30,308.25,14120.15762221,308.25
2017-09-05T16:00:00.000Z,307.02,329.99,305.01,325.05,17866.64955202,325.05
2017-09-05T20:00:00.000Z,325.94,328.87,315.21,322.98,14669.36766529,322.98
2017-09-06T00:00:00.000Z,322.98,338.00,322.41,333.00,14222.40328237,333.00
2017-09-06T04:00:00.000Z,333.57,340.00,323.02,336.13,19483.20291109,336.13
2017-09-06T08:00:00.000Z,336.47,346.87,336.13,343.29,11503.47576948,343.29
2017-09-06T12:00:00.000Z,343.29,345.00,334.50,342.00,10315.05549299,342.00
2017-09-06T16:00:00.000Z,342.00,348.04,337.22,338.83,15010.82396694,338.83
2017-09-06T20:00:00.000Z,339.00,342.74,335.55,341.84,8390.03438900,341.84
2017-09-07T00:00:00.000Z,341.59,342.51,327.52,331.77,14025.54832957,331.77
2017-09-07T04:00:00.000Z,331.46,335.49,325.00,328.00,8341.43592107,328.00
2017-09-07T08:00:00.000Z,328.00,338.30,326.03,334.50,10514.43674000,334.50
2017-09-07T12:00:00.000Z,334.50,341.00,334.12,340.00,8205.00085794,340.00
2017-09-07T16:00:00.000Z,340.34,341.76,334.03,337.88,8457.25120958,337.88
2017-09-07T20:00:00.000Z,337.88,340.80,335.17,337.96,4598.17618801,337.96
2017-09-08T00:00:00.000Z,337.33,337.96,331.14,333.00,5943.11275319,333.00
2017-09-08T04:00:00.000Z,333.06,335.91,331.65,334.24,5225.61848707,334.24
2017-09-08T08:00:00.000Z,333.91,336.68,332.10,334.28,3301.38221407,334.28
2017-09-08T12:00:00.000Z,334.00,334.58,301.84,314.04,36259.61453738,314.04
2017-09-08T16:00:00.000Z,315.00,320.00,301.10,301.10,23027.63368230,301.10
2017-09-08T20:00:00.000Z,301.10,314.48,295.22,310.27,19728.29148168,310.27
2017-09-09T00:00:00.000Z,310.49,310.49,300.10,305.30,10388.80782242,305.30
2017-09-09T04:00:00.000Z,305.30,312.00,302.00,308.00,5290.87988253,308.00
2017-09-09T08:00:00.000Z,308.00,309.00,304.00,308.97,4105.57092339,308.97
2017-09-09T12:00:00.000Z,308.97,310.00,302.20,305.55,7330.24822360,305.55
2017-09-09T16:00:00.000Z,304.83,306.99,293.50,302.85,10928.23632200,302.85
2017-09-09T20:00:00.000Z,302.87,308.19,299.00,304.74,7494.15855986,304.74
2017-09-10T00:00:00.000Z,305.50,305.74,295.00,297.50,6940.27669464,297.50
2017-09-10T04:00:00.000Z,297.40,300.00,286.00,290.86,16050.07618170,290.86
2017-09-10T08:00:00.000Z,290.88,293.41,285.52,291.36,8935.63669549,291.36
2017-09-10T12:00:00.000Z,291.00,299.99,290.04,298.00,9876.27236848,298.00
2017-09-10T16:00:00.000Z,297.90,311.20,293.11,309.99,13209.56983440,309.99
2017-09-10T20:00:00.000Z,309.06,310.50,300.39,301.54,10485.50259457,301.54
2017-09-11T00:00:00.000Z,301.54,311.89,298.00,309.89,9873.90802602,309.89
2017-09-11T04:00:00.000Z,309.50,309.50,290.00,293.00,23579.96295182,293.00
2017-09-11T08:00:00.000Z,293.00,298.00,290.44,294.99,8994.30254783,294.99
2017-09-11T12:00:00.000Z,294.91,301.00,294.00,299.98,7361.89622915,299.98
2017-09-11T16:00:00.000Z,299.95,303.57,296.00,296.46,5103.37766196,296.46
