"Index","KrakenLtcUsd.Open","KrakenLtcUsd.High","KrakenLtcUsd.Low","KrakenLtcUsd.Close","KrakenLtcUsd.Volume","KrakenLtcUsd.Adjusted"
2017-07-27T08:00:00.000Z,41.49,42.30,41.32,41.98,4390.35084064,41.98
2017-07-27T12:00:00.000Z,41.98,41.98,40.85,40.90,8753.40926047,40.90
2017-07-27T16:00:00.000Z,41.14,41.90,40.90,41.22,3646.79138640,41.22
2017-07-27T20:00:00.000Z,41.22,42.00,41.00,41.62,6641.97609597,41.62
2017-07-28T00:00:00.000Z,41.86,42.32,41.62,42.28,7347.13250184,42.28
2017-07-28T04:00:00.000Z,42.07,42.32,41.59,41.99,5560.90064817,41.99
2017-07-28T08:00:00.000Z,41.99,41.99,40.14,40.84,9689.91075266,40.84
2017-07-28T12:00:00.000Z,40.84,41.50,40.51,41.17,2198.58459115,41.17
2017-07-28T16:00:00.000Z,41.18,45.00,40.50,40.82,14793.79273018,40.82
2017-07-28T20:00:00.000Z,40.82,41.20,40.51,40.55,1149.19121167,40.55
2017-07-29T00:00:00.000Z,40.55,40.75,39.39,39.39,7319.34457854,39.39
2017-07-29T04:00:00.000Z,39.37,39.91,38.72,39.51,2358.35518221,39.51
2017-07-29T08:00:00.000Z,39.34,39.91,38.50,38.75,3130.04130497,38.75
2017-07-29T12:00:00.000Z,38.87,39.51,38.86,39.51,3355.47729328,39.51
2017-07-29T16:00:00.000Z,39.51,40.88,39.10,40.75,3195.36800798,40.75
2017-07-29T20:00:00.000Z,40.88,41.49,40.63,41.19,4344.95144919,41.19
2017-07-30T00:00:00.000Z,41.03,42.00,40.90,41.20,3518.84283971,41.20
2017-07-30T04:00:00.000Z,41.26,41.49,40.41,40.41,4609.67568672,40.41
2017-07-30T08:00:00.000Z,40.42,40.90,40.41,40.84,2086.85310014,40.84
2017-07-30T12:00:00.000Z,40.85,40.90,40.02,40.15,2073.21655929,40.15
2017-07-30T16:00:00.000Z,40.51,41.00,40.16,41.00,1930.72872427,41.00
2017-07-30T20:00:00.000Z,41.00,41.00,40.64,40.65,2942.53085786,40.65
2017-07-31T00:00:00.000Z,40.74,40.92,39.70,40.24,2919.22731243,40.24
2017-07-31T04:00:00.000Z,40.24,40.49,39.90,39.90,1804.67942123,39.90
2017-07-31T08:00:00.000Z,39.90,40.00,39.40,39.47,10939.92697236,39.47
2017-07-31T12:00:00.000Z,39.50,43.44,38.25,42.60,26732.01666387,42.60
2017-07-31T16:00:00.000Z,42.73,43.05,41.66,42.28,9331.03070887,42.28
2017-07-31T20:00:00.000Z,42.32,43.53,42.02,42.34,9944.70316600,42.34
2017-08-01T00:00:00.000Z,42.45,43.15,42.08,42.64,3822.92636445,42.64
2017-08-01T04:00:00.000Z,42.69,44.51,42.69,43.42,7267.46735798,43.42
2017-08-01T08:00:00.000Z,43.40,43.92,41.50,41.80,16824.73937560,41.80
2017-08-01T12:00:00.000Z,41.74,44.76,41.30,42.16,9975.56306143,42.16
2017-08-01T16:00:00.000Z,42.16,44.00,41.42,43.10,3733.20976986,43.10
2017-08-01T20:00:00.000Z,43.22,44.90,42.95,43.00,5217.76086921,43.00
2017-08-02T00:00:00.000Z,43.00,43.09,42.50,42.83,4591.25376265,42.83
2017-08-02T04:00:00.000Z,42.86,43.31,42.05,42.55,8737.59799657,42.55
2017-08-02T08:00:00.000Z,42.46,43.11,42.25,43.00,4576.53303682,43.00
2017-08-02T12:00:00.000Z,43.00,43.21,41.50,42.00,12261.75072857,42.00
2017-08-02T16:00:00.000Z,42.00,42.47,41.70,42.09,5399.58032545,42.09
2017-08-02T20:00:00.000Z,42.09,42.24,41.12,41.85,5422.98013636,41.85
2017-08-03T00:00:00.000Z,41.66,42.21,41.66,41.95,1891.80103467,41.95
2017-08-03T04:00:00.000Z,41.95,42.31,41.72,41.90,1871.17660267,41.90
2017-08-03T08:00:00.000Z,41.90,43.11,41.90,42.89,6890.14506889,42.89
2017-08-03T12:00:00.000Z,42.46,42.89,42.22,42.54,1128.71059027,42.54
2017-08-03T16:00:00.000Z,42.59,42.76,42.30,42.40,1756.78460040,42.40
2017-08-03T20:00:00.000Z,42.58,42.76,42.30,42.76,1075.60121565,42.76
2017-08-04T00:00:00.000Z,42.63,43.00,42.46,42.61,4047.16676732,42.61
2017-08-04T04:00:00.000Z,42.62,43.00,42.30,42.69,4051.73353622,42.69
2017-08-04T08:00:00.000Z,42.69,43.11,42.40,43.03,2167.31092389,43.03
2017-08-04T12:00:00.000Z,43.03,43.86,43.03,43.10,5700.99780942,43.10
2017-08-04T16:00:00.000Z,43.10,43.47,42.78,43.29,1626.79182312,43.29
2017-08-04T20:00:00.000Z,43.29,43.61,42.95,43.48,1596.77879336,43.48
2017-08-05T00:00:00.000Z,43.48,46.71,43.48,45.89,14430.29338453,45.89
2017-08-05T04:00:00.000Z,46.00,46.70,45.06,45.81,9846.89794514,45.81
2017-08-05T08:00:00.000Z,45.66,46.80,45.50,46.05,5409.65789932,46.05
2017-08-05T12:00:00.000Z,45.87,46.46,45.50,46.30,3351.32735399,46.30
2017-08-05T16:00:00.000Z,46.08,46.99,46.00,46.00,6782.07932377,46.00
2017-08-05T20:00:00.000Z,46.11,46.47,45.12,46.22,3873.56926751,46.22
2017-08-06T00:00:00.000Z,46.22,46.86,45.50,45.78,8389.79277257,45.78
2017-08-06T04:00:00.000Z,45.80,46.61,45.57,45.63,1944.87317628,45.63
2017-08-06T08:00:00.000Z,45.89,46.10,45.30,45.90,474.13784022,45.90
2017-08-06T12:00:00.000Z,45.90,46.46,45.61,46.00,1963.75559895,46.00
2017-08-06T16:00:00.000Z,46.03,46.23,45.11,45.13,5554.47648303,45.13
2017-08-06T20:00:00.000Z,45.29,45.71,45.10,45.30,3643.38452794,45.30
2017-08-07T00:00:00.000Z,45.30,46.00,45.29,45.58,3827.35773858,45.58
2017-08-07T04:00:00.000Z,45.58,45.79,45.17,45.27,1875.99137742,45.27
2017-08-07T08:00:00.000Z,45.53,45.91,45.04,45.82,5272.43839089,45.82
2017-08-07T12:00:00.000Z,45.91,46.79,45.62,45.99,6928.00917855,45.99
2017-08-07T16:00:00.000Z,45.94,46.61,45.17,45.70,5303.15398299,45.70
2017-08-07T20:00:00.000Z,45.70,46.11,45.60,45.83,1238.43720305,45.83
2017-08-08T00:00:00.000Z,45.84,46.58,45.65,46.10,6064.27187380,46.10
2017-08-08T04:00:00.000Z,46.10,46.60,45.80,46.45,5363.97159822,46.45
2017-08-08T08:00:00.000Z,46.17,46.50,46.00,46.00,3181.97430348,46.00
2017-08-08T12:00:00.000Z,46.09,46.25,45.75,46.00,4226.62832569,46.00
2017-08-08T16:00:00.000Z,46.00,46.45,46.00,46.37,2920.12409947,46.37
2017-08-08T20:00:00.000Z,46.45,49.89,45.99,49.10,15136.26576943,49.10
2017-08-09T00:00:00.000Z,49.10,49.49,48.13,48.63,7188.82945496,48.63
2017-08-09T04:00:00.000Z,48.62,49.86,47.75,48.85,5667.76064001,48.85
2017-08-09T08:00:00.000Z,48.85,52.00,46.75,48.16,10442.37728655,48.16
2017-08-09T12:00:00.000Z,48.16,48.97,46.62,47.62,4154.22396798,47.62
2017-08-09T16:00:00.000Z,47.59,48.39,46.92,47.88,2377.49584554,47.88
2017-08-09T20:00:00.000Z,47.88,48.49,47.51,48.20,2672.79044013,48.20
2017-08-10T00:00:00.000Z,48.20,48.52,47.51,47.74,3242.78923755,47.74
